"","ein","fips","nteecc","filer","zfiler","name","address","city","zip5","state","ruledate","level1","level2","level3","nteefinal","cassets","ctotrev","year","address1","address_full","latitude","longitude","tract"
"192",231729755,42079,"E30","Y","N","RURAL HEALTH CORPORATION OF NORTHEASTERN PENNSYLVANIA","1084 ROUTE 315","wilkesbarre",18702,"PA",197112,"PC","O","HE","E30",2533139,2533139,2020,"1084 ROUTE 315","1084 ROUTE 315, wilkesbarre, PA, 18702, USA",41.2548913543326,-75.8248571014021,"211800"
"193",231734933,42079,"X20","N","N","OUR LADY OF MT CARMEL CHURCH","108 S CHURCH ST","hazleton",18201,"PA",194603,"PC","O","RE","X20",NA,NA,2020,"108 S CHURCH ST","108 S CHURCH ST, hazleton, PA, 18201, USA",40.952388201579,-75.978325200439,"217400"
"194",231736249,42069,"C32","Y","Y","NEWTON LAKE ASSOCIATION","150 LAKEVIEW AVE","greenfild twp",18407,"PA",200807,"O","O","EN","C32",NA,NA,2020,"150 LAKEVIEW AVE","150 LAKEVIEW AVE, greenfild twp, PA, 18407, USA",41.6371989909733,-75.5503639837496,"110201"
"195",231738486,42079,"Y41","Y","Y","KNIGHTS OF COLUMBUS","55 S MAIN ST","pittston",18640,"PA",194010,"O","M","MO","Y41",NA,NA,2020,"55 S MAIN ST","55 S MAIN ST, pittston, PA, 18640, USA",41.3213959947794,-75.7917209695055,"210600"
"196",231740149,42079,"L22","Y","N","SELIGMAN J STRAUSS LODGE OF BNAI BRITH HOUSING FOUNDATION INC BNAI","61 E NORTHAMPTON ST","wilkes barre",18701,"PA",196903,"PC","O","HS","L22",1130925,1130925,2020,"61 E NORTHAMPTON ST","61 E NORTHAMPTON ST, wilkes barre, PA, 18701, USA",41.2424909794901,-75.8838369957562,"200100"
"197",231855655,42079,"A69","Y","N","PHILHARMONIC SOCIETY OF N E PENNA","195 HANOVER ST","wilkes barre",18702,"PA",197203,"PC","O","AR","A69",711723,711723,2020,"195 HANOVER ST","195 HANOVER ST, wilkes barre, PA, 18702, USA",41.2380520073874,-75.9076310395764,"200500"
"198",231856098,42069,"K36","Y","Y","MEALS ON WHEELS OF NORTHEASTERN PA INC","541 WYOMING AVENUE","scranton",18509,"PA",198611,"PC","O","HS","K36",938141,938141,2020,"541 WYOMING AVENUE","541 WYOMING AVENUE, scranton, PA, 18509, USA",41.4135799982648,-75.6603329608498,"100200"
"199",231856766,42079,"E40","Y","N","MATERNAL & FAMILY HEALTH SERVICES INC","15 PUBLIC SQ STE 600","wilkes barre",18701,"PA",197205,"PC","O","HE","E40",8562656,8562656,2020,"15 PUBLIC SQ STE 600","15 PUBLIC SQ STE 600, wilkes barre, PA, 18701, USA",41.2462479999504,-75.8827819656035,"200100"
"200",231857761,42069,"T40","Y","N","VOLUNTARY ACTION CENTER OF NORTHEASTERN PENNSYLVANIA","541 WYOMING AVE","scranton",18509,"PA",197305,"PC","O","PB","T40",428111,428111,2020,"541 WYOMING AVE","541 WYOMING AVE, scranton, PA, 18509, USA",41.4135799982648,-75.6603329608498,"100200"
"201",231859058,42069,"Y41","N","N","FREE & ACCEPTED MASONS OF PENNSYLVANIA","R 1102 SPRING BROOK AVE","moosic",18507,"PA",197209,"O","M","MO","Y41",NA,NA,2020,"R 1102 SPRING BROOK AVE","R 1102 SPRING BROOK AVE, moosic, PA, 18507, USA",41.3512980152626,-75.7182749620258,"112800"
"202",231866049,42069,"X21","N","N","TRINITY LUTHERAN CHURCH","PO BOX 544","clarks summit",18411,"PA",198804,"PC","O","RE","X21",NA,NA,2020,"PO BOX 544","PO BOX 544, clarks summit, PA, 18411, USA",41.4931100000001,-75.7060999999999,"110500"
"203",231875342,42079,"P30","Y","N","CHILD DEVELOPMENT COUNCIL OF NORTHEASTERN PA INC","147 12 AMBLER LN","wilkes barre",18702,"PA",197605,"PC","O","HS","P30",303840,303840,2020,"147 12 AMBLER LN","147 12 AMBLER LN, wilkes barre, PA, 18702, USA",41.2413709736623,-75.8761063997466,"201000"
"204",231877525,42079,"F30","Y","N","NORTHEAST COUNSELING SERVICES","750 E BROAD ST","hazleton",18201,"PA",197501,"PC","O","HE","F30",8270281,8270281,2020,"750 E BROAD ST","750 E BROAD ST, hazleton, PA, 18201, USA",40.949458369836,-75.9626632892678,"217300"
"205",231881271,42079,"E11","Y","Y","HAZELTON GEN HOSPITAL AUXILIARY","PO BOX 88","sybertsville",18251,"PA",197401,"PC","S","ZA","E11",NA,NA,2020,"PO BOX 88","PO BOX 88, sybertsville, PA, 18251, USA",41.0019300000001,-76.07532,"216502"
"206",231883381,42069,"L22","Y","N","PHI","325 ADAMS AVE","scranton",18503,"PA",199105,"PC","O","HS","L22",NA,NA,2020,"325 ADAMS AVE","325 ADAMS AVE, scranton, PA, 18503, USA",41.409051004522,-75.6605639661013,"100200"
"207",231886566,42069,"A20","N","N","DIOCESAN GUILD STUDIOS","300 WYOMING AVE","scranton",18503,"PA",194603,"PC","O","AR","A20",NA,NA,2020,"300 WYOMING AVE","300 WYOMING AVE, scranton, PA, 18503, USA",41.4106459968773,-75.6624359803565,"100200"
"208",231888301,42079,"K36","Y","N","MEALS ON WHEELS OF GREATER HAZLETON","1058 PEACE ST","hazle townshp",18202,"PA",197302,"PC","O","HS","K36",47674,47674,2020,"1058 PEACE ST","1058 PEACE ST, hazle townshp, PA, 18202, USA",40.9730062321983,-75.9867597336902,"217002"
"209",231891909,42069,"K26","Y","N","PENNSYLVANIA CATTLEMANS ASSOCIATION INC","127 TOMPKINSVILLE RD","scott twp",18433,"PA",197906,"O","O","HS","K26",61443,61443,2020,"127 TOMPKINSVILLE RD","127 TOMPKINSVILLE RD, scott twp, PA, 18433, USA",41.5839249974042,-75.6207999659799,"110202"
"210",231894326,42069,"J40","Y","Y","AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES","1258 ONEILL HWY","dunmore",18512,"PA",195708,"O","O","HS","J40",1,1,2020,"1258 ONEILL HWY","1258 ONEILL HWY, dunmore, PA, 18512, USA",41.4380613857203,-75.6183102736094,"112000"
"211",231901898,42069,"B70","Y","N","TAYLOR COMMUNITY LIBRARY ASSOCIATION","710 S MAIN ST","taylor",18517,"PA",198302,"PC","O","ED","B70",123547,123547,2020,"710 S MAIN ST","710 S MAIN ST, taylor, PA, 18517, USA",41.3788178509143,-75.7183807231663,"112500"
"212",231907907,42069,"Y50","Y","Y","ST JOSEPHS CATHOLIC CEMETERY","109 CREAMERY RD","jermyn",18433,"PA",201103,"O","M","MO","Y50",NA,NA,2020,"109 CREAMERY RD","109 CREAMERY RD, jermyn, PA, 18433, USA",41.6108729837513,-75.6457900235643,"110201"
"213",231910222,42069,"S41","Y","N","THE GREATER CARBONDALE CHAMBER OF COMMERCE","27 N MAIN ST","carbondale",18407,"PA",200311,"O","O","PB","S41",546719,546719,2020,"27 N MAIN ST","27 N MAIN ST, carbondale, PA, 18407, USA",41.5731379909316,-75.5024650113203,"110800"
"214",231911233,42079,"U01","Y","Y","POCONO TURFGRASS ASSOCIATION","309 TERRACE AVE","harding",18643,"PA",201810,"O","O","PB","U01",72584,72584,2020,"309 TERRACE AVE","309 TERRACE AVE, harding, PA, 18643, USA",41.4054659807149,-75.8397859874367,"211102"
"215",231928632,42079,"F22","Y","N","CLEAR BROOK INC","37 N RIVER ST","wilkes barre",18702,"PA",197504,"PC","O","HE","F22",16441996,16441996,2020,"37 N RIVER ST","37 N RIVER ST, wilkes barre, PA, 18702, USA",41.248571002506,-75.8826200272341,"200100"
"216",231932023,42079,"S03","Y","N","NORTHEASTERN PENNSYLVANIA CONTRACTORS ASSOCIATION","363 LAUREL STREET","pittston",18640,"PA",197501,"O","O","PB","S03",138257,138257,2020,"363 LAUREL STREET","363 LAUREL STREET, pittston, PA, 18640, USA",41.3206790067817,-75.7726860026702,"210100"
"217",231933198,42079,"A60","Y","N","EASTERN INDUSTRIAL DEVELOPMENT COMPANY OF NORTHEASTERN PENNSYLVAN","104 KENNEDY BLVD","pittston",18640,"PA",197602,"O","O","AR","A60",148659,148659,2020,"104 KENNEDY BLVD","104 KENNEDY BLVD, pittston, PA, 18640, USA",41.3241009820702,-75.7909072330916,"210600"
"218",231939485,42069,"P52","Y","N","HEMODIALYSIS PATIENTS ASSOCIATION OF NORTHEASTERN PENNSYLVANIA","1732 WYOMING AVE","scranton",18509,"PA",197501,"PC","O","HS","P52",25004,25004,2020,"1732 WYOMING AVE","1732 WYOMING AVE, scranton, PA, 18509, USA",41.4289913335386,-75.6441455193687,"101000"
"219",231941003,42079,"Y50","Y","Y","POND HILL CEMETARY ASSN","38 YOCUM RD","wapwallopen",18660,"PA",201403,"O","M","MO","Y50",NA,NA,2020,"38 YOCUM RD","38 YOCUM RD, wapwallopen, PA, 18660, USA",41.1183179873593,-76.1102929693229,"216200"
"220",231941321,42069,"F40","Y","N","COMMUNITY INTERVENTION CENTER OF LACKAWANNA COUNTY","445 N 6TH AVE","scranton",18503,"PA",198012,"PC","O","HE","F40",1026278,1026278,2020,"445 N 6TH AVE","445 N 6TH AVE, scranton, PA, 18503, USA",41.4127301190377,-75.6704166125085,"102300"
"221",231955577,42079,"P73","Y","N","INSTITUTE FOR HUMAN RESOURCES & SERVICES","250 PIERCE ST STE 301","kingston",18704,"PA",197701,"PC","O","HS","P73",2634337,2634337,2020,"250 PIERCE ST STE 301","250 PIERCE ST STE 301, kingston, PA, 18704, USA",41.2635090207977,-75.8888580072154,"212900"
"222",231968060,42069,"A23","Y","Y","ST JOHNS CATHOLIC ITALIAN CEMETERY ASSOCIATION OF JESSUP","1160 NEW ST","jessup",18434,"PA",197602,"O","O","AR","A23",258275,258275,2020,"1160 NEW ST","1160 NEW ST, jessup, PA, 18434, USA",41.4662369999412,-75.563850968873,"111300"
"224",231971761,42079,"S80","Y","Y","INTERNATIONAL ASSOCIATION OF LIONS CLUBS","70 BRADER DR","wilkes barre",18705,"PA",196912,"O","O","PB","S80",NA,NA,2020,"70 BRADER DR","70 BRADER DR, wilkes barre, PA, 18705, USA",41.2602679902968,-75.8345369882111,"201600"
"225",231972574,42079,"Y42","N","N","SHRINERS INTERNATIONAL","PO BOX 307","dallas",18612,"PA",194011,"O","M","MO","Y42",1,1,2020,"PO BOX 307","PO BOX 307, dallas, PA, 18612, USA",41.3376147000001,-75.9635705,"211201"
"226",231973057,42079,"X022","Y","N","MERCY CONSULTATION CENTER OF DALLAS","PO BOX 370","dallas",18612,"PA",194603,"PC","O","RE","X0220",175867,175867,2020,"PO BOX 370","PO BOX 370, dallas, PA, 18612, USA",41.3376147000001,-75.9635705,"211201"
"227",231973148,42079,"P62","Y","N","VICTIMS RESOURCE CENTER","360 E END CTR","wilkes barre",18702,"PA",197606,"PC","O","HS","P62",389295,389295,2020,"360 E END CTR","360 E END CTR, wilkes barre, PA, 18702, USA",41.2472215157633,-75.8518081486442,"215200"
"228",231974545,42069,"J40","Y","N","INTERNATIONAL ASSOC OF BRIDGE STRUCTURAL ORNAMENTAL IRON WORKERS","PO BOX 250","olyphant",18447,"PA",194411,"O","O","HS","J40",10818,10818,2020,"PO BOX 250","PO BOX 250, olyphant, PA, 18447, USA",41.4696252,-75.6048288,"111400"
"229",231976887,42079,"X21","N","N","SAINT PETER LUTHERAN CHURCH","1000 S MAIN ST","hanover twp",18706,"PA",194107,"PC","O","RE","X21",NA,NA,2020,"1000 S MAIN ST","1000 S MAIN ST, hanover twp, PA, 18706, USA",41.2298989714945,-75.9113616671118,"214600"
"230",231983589,42069,"S80","Y","Y","INTERNATIONAL ASSOCIATION OF LIONS CLUBS","613 SPRUCE ST","olyphant",18447,"PA",196912,"O","O","PB","S80",NA,NA,2020,"613 SPRUCE ST","613 SPRUCE ST, olyphant, PA, 18447, USA",41.4650139964488,-75.6014930063866,"111400"
"231",231985010,42079,"E026","N","N","EMERGENCY MEDICAL SERVICES OF NORTHEASTERN PENNSYLVANIA INC","169 CENTERPOINT BLVD","jenkins twp",18640,"PA",197607,"PC","O","HE","E0262",302609,302609,2020,"169 CENTERPOINT BLVD","169 CENTERPOINT BLVD, jenkins twp, PA, 18640, USA",41.2989471715558,-75.7587630962404,"211701"
"232",231987582,42069,"B21","Y","N","NORTH POCONO PRESCHOOL","126 BROOK ST","moscow",18444,"PA",197701,"PC","O","ED","B21",970992,970992,2020,"126 BROOK ST","126 BROOK ST, moscow, PA, 18444, USA",41.3375579804823,-75.51476201765,"111802"
"233",231995973,42069,"U31","Y","Y","LACKAWANNA ASTRONOMICAL SOCIETY","1047 MOHAWK ST","scranton",18508,"PA",201401,"PC","O","PB","U31",NA,NA,2020,"1047 MOHAWK ST","1047 MOHAWK ST, scranton, PA, 18508, USA",41.4510489913873,-75.6643499879466,"101200"
"234",232001324,42079,"J40","Y","Y","AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES","248 SOUTH MAIN STREET APT A","hanover township",18706,"PA",195708,"O","O","HS","J40",NA,NA,2020,"248 SOUTH MAIN STREET APT A","248 SOUTH MAIN STREET APT A, hanover township, PA, 18706, USA",41.2059919821126,-75.9081659726371,"214900"
"235",232003279,42079,"L50","Y","N","WHITE HAVEN POCONOS OWNERS ASSOCIATION INC","PO BOX 36","white haven",18661,"PA",197703,"O","O","HS","L50",169567,169567,2020,"PO BOX 36","PO BOX 36, white haven, PA, 18661, USA",41.06303,-75.77601,"215400"
"236",232003915,42069,"P62","Y","N","WOMENS RESOURCE CENTER","620 MADISON AVE","scranton",18510,"PA",197806,"PC","O","HS","P62",889261,889261,2020,"620 MADISON AVE","620 MADISON AVE, scranton, PA, 18510, USA",41.4107599907605,-75.6540900355457,"100600"
"237",232006153,42079,"S80","Y","Y","INTERNATIONAL ASSOCIATION OF LIONS CLUBS","29 ROSE ST","forty fort",18704,"PA",196912,"O","O","PB","S80",NA,NA,2020,"29 ROSE ST","29 ROSE ST, forty fort, PA, 18704, USA",41.2972349912381,-75.8647059723105,"212100"
"238",232007463,42069,"B21","N","N","IMMANUEL LUTHERAN CHURCH","238 REESE ST","scranton",18508,"PA",194107,"PC","O","ED","B21",NA,NA,2020,"238 REESE ST","238 REESE ST, scranton, PA, 18508, USA",41.448484003287,-75.6468739712829,"101200"
"239",232007832,42069,"G90","Y","N","THE WRIGHT CENTER FOR GRADUATE MEDICAL EDUCATION","501 S WASHINGTON AVE STE 1000","scranton",18505,"PA",197610,"PC","O","HE","G90",8856353,8856353,2020,"501 S WASHINGTON AVE STE 1000","501 S WASHINGTON AVE STE 1000, scranton, PA, 18505, USA",41.4018739999281,-75.6691720130244,"102500"
"240",232008825,42069,"S80","Y","Y","THE LIONS CLUB OF BENTON TOWNSHIP","PO BOX 182","fleetville",18420,"PA",201906,"O","O","PB","S80",NA,NA,2020,"PO BOX 182","PO BOX 182, fleetville, PA, 18420, USA",41.2149964000001,-75.6070563,"112901"
"241",232009467,42079,"L035","Y","N","HOME BUILDERS ASSOC OF NE PA","411 MAIN ST","edwardsville",18704,"PA",198301,"O","O","HS","L0350",198767,198767,2020,"411 MAIN ST","411 MAIN ST, edwardsville, PA, 18704, USA",41.2642102622749,-75.9049847460415,"212700"
"242",232012968,42069,"A82","Y","Y","NATIONAL SOCIETY COLONIAL DAMES XVII CENTURY","117 DONNY DR","taylor",18517,"PA",196709,"PC","O","AR","A82",NA,NA,2020,"117 DONNY DR","117 DONNY DR, taylor, PA, 18517, USA",41.402882007604,-75.7173539585049,"112500"
"243",232015137,42079,"W30","Y","Y","ARNOLD AIR SOCIETY-SILVER WINGS","169 S MAIN ST STE 112","wilkes barre",18701,"PA",195306,"O","O","PB","W30",NA,NA,2020,"169 S MAIN ST STE 112","169 S MAIN ST STE 112, wilkes barre, PA, 18701, USA",41.2430539919264,-75.8877680245264,"200100"
"244",232015611,42069,"X21","N","N","SCRANTON CHURCH OF CHRIST INC","137 S MAIN AVE","scranton",18504,"PA",197803,"PC","O","RE","X21",NA,NA,2020,"137 S MAIN AVE","137 S MAIN AVE, scranton, PA, 18504, USA",41.4113869990275,-75.6810380218928,"102300"
"245",232016292,42079,"S80","Y","Y","INTERNATIONAL ASSOCIATION OF LIONS CLUBS","170 BUTLER ST","pittston",18640,"PA",194012,"O","O","PB","S80",NA,NA,2020,"170 BUTLER ST","170 BUTLER ST, pittston, PA, 18640, USA",41.321960013044,-75.7833989969377,"210800"
"246",232017417,42079,"X21","N","N","SAINTS PETER AND PAUL LUTHERAN CHURCH","660 ALTER ST","hazleton",18201,"PA",198804,"PC","O","RE","X21",NA,NA,2020,"660 ALTER ST","660 ALTER ST, hazleton, PA, 18201, USA",40.9638023492394,-75.9789689217626,"217700"
"247",232024270,42079,"Y43","Y","N","TEAMSTERS LOCAL 401 HEALTH AND WELFARE PLAN","260 S WASHINGTON ST","wilkes barre",18701,"PA",197708,"O","M","MO","Y43",9224376,9224376,2020,"260 S WASHINGTON ST","260 S WASHINGTON ST, wilkes barre, PA, 18701, USA",41.2401349941455,-75.8883609603571,"200500"
"248",232024511,42069,"E32","Y","N","SCRANTON PRIMARY HEALTH CARE CENTER INC","959 WYOMING AVE","scranton",18509,"PA",197706,"PC","O","HE","E32",2055326,2055326,2020,"959 WYOMING AVE","959 WYOMING AVE, scranton, PA, 18509, USA",41.4182860178027,-75.6549889946613,"100600"
"249",232024998,42069,"X21","N","N","SAINT STEPHEN LUTHERAN CHURCH","701 W LACKAWANINA AVE","dickson city",18447,"PA",194107,"PC","O","RE","X21",NA,NA,2020,"701 W LACKAWANINA AVE","701 W LACKAWANINA AVE, dickson city, PA, 18447, USA",41.4729480126281,-75.6104250138674,"111500"
"250",232025553,42079,"C32","Y","Y","TROUT UNLIMITED","12 PEAR TREE LN","dallas",18612,"PA",197203,"PC","O","EN","C32",NA,NA,2020,"12 PEAR TREE LN","12 PEAR TREE LN, dallas, PA, 18612, USA",41.3384830073167,-75.9537080377125,"211204"
"251",232027201,42069,"B70","Y","N","DALTON COMMUNITY LIBRARY","PO BOX 86","dalton",18414,"PA",198408,"PC","O","ED","B70",314322,314322,2020,"PO BOX 86","PO BOX 86, dalton, PA, 18414, USA",41.5321099000001,-75.73792,"110300"
"252",232028493,42079,"N63","Y","N","LITTLE LEAGUE BASEBALL INC","PO BOX 224","conyngham",18219,"PA",196701,"PC","O","HS","N63",20542,20542,2020,"PO BOX 224","PO BOX 224, conyngham, PA, 18219, USA",40.9920492000001,-76.0600182,"216501"
"253",232029227,42079,"J40","Y","N","UNITED STEELWORKERS","436 S POPLAR ST","hazleton",18201,"PA",194012,"O","O","HS","J40",314856,314856,2020,"436 S POPLAR ST","436 S POPLAR ST, hazleton, PA, 18201, USA",40.9415137965658,-75.9730401905176,"217300"
"255",232029472,42069,"B25","Y","N","SCRANTON PREPARATORY SCHOOL","1000 WYOMING AVE","scranton",18509,"PA",197804,"PC","O","ED","B25",NA,NA,2020,"1000 WYOMING AVE","1000 WYOMING AVE, scranton, PA, 18509, USA",41.4186290052806,-75.6533990314479,"100600"
"256",232030942,42079,"E62","Y","N","PITTSTON TOWNSHIP AMBULANCE ASSN","24 BRYDEN ST","pittston",18640,"PA",197909,"PC","O","HE","E62",120857,120857,2020,"24 BRYDEN ST","24 BRYDEN ST, pittston, PA, 18640, USA",41.3136170018993,-75.7831870186064,"210100"
"257",232032082,42069,"P82","Y","Y","ARCHITECTURAL HERITAGE ASSOCIATION INC","429 PITTSTON AVE","scranton",18505,"PA",198003,"PC","O","HS","P82",163423,163423,2020,"429 PITTSTON AVE","429 PITTSTON AVE, scranton, PA, 18505, USA",41.400079015363,-75.6638479957654,"102500"
"258",232032361,42079,"B844","Y","Y","PENN STATE ALUMNI ASSOCIATION","PO BOX 2624","hazleton",18201,"PA",200101,"PC","O","ED","B8441",NA,NA,2020,"PO BOX 2624","PO BOX 2624, hazleton, PA, 18201, USA",40.96223,-75.976705,"217600"
"259",232035523,42079,"B94","Y","N","PTA PENNSYLVANIA CONGRESS","3700 CHURCH RD","mountain top",18707,"PA",197001,"PC","O","ED","B94",27894,27894,2020,"3700 CHURCH RD","3700 CHURCH RD, mountain top, PA, 18707, USA",41.1457001651064,-75.9701205355249,"215503"
"260",232036018,42069,"S20","Y","N","NEIGHBORHOOD DEVELOPMENT TRUST FUND CHAMBER OF COMMERCE BLDG","222 MULBERRY ST","scranton",18503,"PA",197708,"PC","O","PB","S20",564632,564632,2020,"222 MULBERRY ST","222 MULBERRY ST, scranton, PA, 18503, USA",41.4119169867653,-75.6643929871099,"100200"
"261",232036673,42069,"C30","Y","Y","LACKAWANNA AUDUBON SOCIETY INC","PO BOX 132","la plume",18440,"PA",198211,"PC","O","EN","C30",NA,NA,2020,"PO BOX 132","PO BOX 132, la plume, PA, 18440, USA",41.557888523,-75.753184646,"110300"
"262",232036952,42069,"F22","Y","N","DRUG & ALCOHOL TREATMENT SERVICE","441 WYOMING AVE","scranton",18503,"PA",198110,"PC","O","HE","F22",2345470,2345470,2020,"441 WYOMING AVE","441 WYOMING AVE, scranton, PA, 18503, USA",41.4120864110827,-75.661544970971,"100200"
"263",232038420,42069,"S41","Y","N","METRO-ACTION INC CHAMBER OF COMMERCE BLDG","222 MULBERRY ST","scranton",18503,"PA",200209,"PC","O","PB","S41",5236027,5236027,2020,"222 MULBERRY ST","222 MULBERRY ST, scranton, PA, 18503, USA",41.4119169867653,-75.6643929871099,"100200"
"264",232038753,42079,"B20","Y","N","LUZERNE COUNTY HEAD START INC","23 BEEKMAN ST","wilkes barre",18702,"PA",197804,"PC","O","ED","B20",4279135,4279135,2020,"23 BEEKMAN ST","23 BEEKMAN ST, wilkes barre, PA, 18702, USA",41.2403450027296,-75.9060190319577,"200300"
"266",232040735,42079,"B94","Y","N","PTA PENNSYLVANIA CONGRESS","85 S OLD TURNPIKE RD","drums",18222,"PA",197001,"PC","O","ED","B94",28793,28793,2020,"85 S OLD TURNPIKE RD","85 S OLD TURNPIKE RD, drums, PA, 18222, USA",41.010934319625,-76.0000826089372,"216601"
"267",232041214,42079,"B83","Y","Y","KAPPA PSI PHARMACEUTICAL FRATERNITY","498 YATESVILLE RD","jenkins twp",18640,"PA",196402,"O","O","ED","B83",NA,NA,2020,"498 YATESVILLE RD","498 YATESVILLE RD, jenkins twp, PA, 18640, USA",41.3067409914484,-75.7964770290053,"211701"
"268",232041609,42069,"B94","Y","N","PTA PENNSYLVANIA CONGRESS","52 UNDERWOOD RD","throop",18512,"PA",197001,"PC","O","ED","B94",41352,41352,2020,"52 UNDERWOOD RD","52 UNDERWOOD RD, throop, PA, 18512, USA",41.4486710035469,-75.601584033855,"111700"
"269",232044380,42069,"S80","Y","N","ROTARY INTERNATIONAL","1011 SUMMERFIELD DR","dalton",18414,"PA",195805,"O","O","PB","S80",11761,11761,2020,"1011 SUMMERFIELD DR","1011 SUMMERFIELD DR, dalton, PA, 18414, USA",41.5210830194508,-75.7156179825382,"110300"
"270",232044607,42079,"B94","Y","N","PTA PENNSYLVANIA CONGRESS","1012 E BROAD ST","hazleton",18201,"PA",197001,"PC","O","ED","B94",17223,17223,2020,"1012 E BROAD ST","1012 E BROAD ST, hazleton, PA, 18201, USA",40.9475520071329,-75.9606149773861,"217300"
"271",232045690,42079,"S80","Y","N","WYOMING VALLEY ALCOHOL & DRUG SERVICES INC","437 N MAIN ST","wilkes barre",18705,"PA",197809,"PC","O","PB","S80",1309482,1309482,2020,"437 N MAIN ST","437 N MAIN ST, wilkes barre, PA, 18705, USA",41.2536420120176,-75.8683070055527,"201300"
"272",232049172,42079,"X21","N","N","FIRST WELSH BAPTIST CHURCH","50 S MEADE ST","wilkes barre",18702,"PA",195504,"PC","O","RE","X21",NA,NA,2020,"50 S MEADE ST","50 S MEADE ST, wilkes barre, PA, 18702, USA",41.2363296310123,-75.874726573636,"200900"
"273",232053563,42079,"P82","Y","N","STEP BY STEP INC","744 KIDDER STREET","wilkes barre",18702,"PA",197809,"PC","O","HS","P82",19639160,19639160,2020,"744 KIDDER STREET","744 KIDDER STREET, wilkes barre, PA, 18702, USA",41.2508390197767,-75.844590997251,"201500"
"274",232056586,42079,"C30","Y","Y","GREATER WYOMING VALLEY AUDUBON SOCIETY INC","PO BOX 535","dallas",18612,"PA",199401,"PC","O","EN","C30",NA,NA,2020,"PO BOX 535","PO BOX 535, dallas, PA, 18612, USA",41.3376147000001,-75.9635705,"211201"
"275",232057177,42069,"E91","Y","N","ST MARYS VILLA NURSING HOME INC","516 SAINT MARYS VILLA RD","elmhurst twp",18444,"PA",194603,"PC","O","HE","E91",22982953,22982953,2020,"516 SAINT MARYS VILLA RD","516 SAINT MARYS VILLA RD, elmhurst twp, PA, 18444, USA",41.3758409821316,-75.5600310003199,"111802"
"276",232057257,42079,"X21","N","N","ST JOHN LUTHERAN CHURCH","231 STATE ST","nanticoke",18634,"PA",198804,"PC","O","RE","X21",NA,NA,2020,"231 STATE ST","231 STATE ST, nanticoke, PA, 18634, USA",41.2045660108349,-76.0001000277698,"214200"
"277",232057669,42069,"M24","Y","N","FLEETVILLE VOLUNTEER FIRE COMPANY OF BENTON TOWNSHIP","PO BOX 6","fleetville",18420,"PA",199911,"PC","O","HS","M24",307463,307463,2020,"PO BOX 6","PO BOX 6, fleetville, PA, 18420, USA",41.2149964000001,-75.6070563,"112901"
"278",232060272,42069,"L50","Y","Y","NORTH SCRANTON NEIGHBORHOOD ASSN","2011 EDNA AVE","scranton",18508,"PA",197805,"O","O","HS","L50",NA,NA,2020,"2011 EDNA AVE","2011 EDNA AVE, scranton, PA, 18508, USA",41.4391820186,-75.6555499954408,"101100"
"279",232061075,42069,"A65","Y","N","SCRANTON PUBLIC THEATRE INC","PO BOX 1451","scranton",18501,"PA",197808,"PC","O","AR","A65",111152,111152,2020,"PO BOX 1451","PO BOX 1451, scranton, PA, 18501, USA",41.4089025000001,-75.6626275,"100200"
"280",232063895,42069,"E032","Y","N","THE NORTHEAST PA SOCIETY OF HEALTH SYSTEM PHARMACISTS","516 GLADIOLA DR","clarks summit",18411,"PA",201208,"O","O","HE","E0321",36484,36484,2020,"516 GLADIOLA DR","516 GLADIOLA DR, clarks summit, PA, 18411, USA",41.4822670125785,-75.7013799788902,"110500"
"281",232064726,42069,"B117","Y","Y","FRIENDS OF THE SCRANTON PUBLIC LIBRARY","500 VINE ST","scranton",18509,"PA",197810,"PC","S","ZA","B1170",NA,NA,2020,"500 VINE ST","500 VINE ST, scranton, PA, 18509, USA",41.4110609849035,-75.6596070042158,"100200"
"282",232066081,42079,"J40","Y","Y","UNITED STEELWORKERS","536 W 2ND ST","hazleton",18201,"PA",194012,"O","O","HS","J40",41024,41024,2020,"536 W 2ND ST","536 W 2ND ST, hazleton, PA, 18201, USA",40.9600420067832,-75.9807809982359,"217800"
"283",232066455,42079,"B70","Y","N","MARIAN SUTHERLAND KIRBY LIBRARY","35 KIRBY AVE","mountain top",18707,"PA",197808,"PC","O","ED","B70",6125471,6125471,2020,"35 KIRBY AVE","35 KIRBY AVE, mountain top, PA, 18707, USA",41.1603393224069,-75.8831643758734,"215501"
"284",232066768,42079,"M24","Y","N","MT ZION BICENTENNIAL FIRE CO","1394 MOUNT ZION RD","harding",18643,"PA",197809,"O","O","HS","M24",404816,404816,2020,"1394 MOUNT ZION RD","1394 MOUNT ZION RD, harding, PA, 18643, USA",41.3721780066249,-75.84979900897,"211102"
"285",232066768,42079,"M24","Y","N","MT ZION BICENTENNIAL FIRE CO","1394 MOUNT ZION RD","harding",18643,"PA",197809,"O","O","HS","M24",127396,127396,2020,"1394 MOUNT ZION RD","1394 MOUNT ZION RD, harding, PA, 18643, USA",41.3721780066249,-75.84979900897,"211102"
